city_ascii,lat,lng,country,iso2,iso3,admin_name,capital,population,id
malisheve,42.4822,20.7458,kosovo,xk,xks,malishevë,admin,,1901597212
prizren,42.2139,20.7397,kosovo,xk,xks,prizren,admin,,1901360309
zubin potok,42.9144,20.6897,kosovo,xk,xks,zubin potok,admin,,1901608808
kamenice,42.5781,21.5803,kosovo,xk,xks,kamenicë,admin,,1901851592
viti,42.3214,21.3583,kosovo,xk,xks,viti,admin,,1901328795
shterpce,42.2394,21.0272,kosovo,xk,xks,shtërpcë,admin,,1901828239
shtime,42.4331,21.0397,kosovo,xk,xks,shtime,admin,,1901598505
vushtrri,42.8231,20.9675,kosovo,xk,xks,vushtrri,admin,,1901107642
dragash,42.0265,20.6533,kosovo,xk,xks,dragash,admin,,1901112530
podujeve,42.9111,21.1899,kosovo,xk,xks,podujevë,admin,,1901550082
fushe kosove,42.6639,21.0961,kosovo,xk,xks,fushë kosovë,admin,,1901134407
kacanik,42.2319,21.2594,kosovo,xk,xks,kaçanik,admin,,1901200321
kline,42.6217,20.5778,kosovo,xk,xks,klinë,admin,,1901230162
leposaviq,43.1039,20.8028,kosovo,xk,xks,leposaviq,admin,,1901974597
peje,42.66,20.2922,kosovo,xk,xks,pejë,admin,,1901339694
rahovec,42.3994,20.6547,kosovo,xk,xks,rahovec,admin,,1901336358
gjilan,42.4689,21.4633,kosovo,xk,xks,gjilan,admin,,1901235642
lipjan,42.5217,21.1258,kosovo,xk,xks,lipjan,admin,,1901682048
obiliq,42.6869,21.0703,kosovo,xk,xks,obiliq,admin,,1901102771
gjakove,42.3803,20.4308,kosovo,xk,xks,gjakovë,admin,,1901089874
pristina,42.6666,21.1724,kosovo,xk,xks,prishtinë,primary,,1901760068
decan,42.5378,20.2911,kosovo,xk,xks,deçan,admin,,1901189818
istog,42.7808,20.4875,kosovo,xk,xks,istog,admin,,1901248770
hani i elezit,42.15,21.2967,kosovo,xk,xks,hani i elezit,admin,,1901964789
junik,42.4758,20.2772,kosovo,xk,xks,junik,admin,,1901930204
kllokot,42.3714,21.3744,kosovo,xk,xks,kllokot,admin,,1901445768
mamushe,42.3308,20.7269,kosovo,xk,xks,mamushë,admin,,1901042958
partesh,42.4019,21.4336,kosovo,xk,xks,partesh,admin,,1901909986
ranillug,42.4922,21.5989,kosovo,xk,xks,ranillug,admin,,1901029901
ferizaj,42.3706,21.1553,kosovo,xk,xks,ferizaj,admin,,1901875540
zvecan,42.9075,20.8403,kosovo,xk,xks,zveçan,admin,,1901208362
suhareke,42.3586,20.825,kosovo,xk,xks,suharekë,admin,,1901918563
gllogovc,42.6283,20.8939,kosovo,xk,xks,gllogovc,admin,,1901031751
mitrovice,42.8833,20.8667,kosovo,xk,xks,,admin,,1901138430
skenderaj,42.7467,20.7886,kosovo,xk,xks,skenderaj ,admin,,1901259570
novoberde,42.6178,21.4197,kosovo,xk,xks,novobërdë,admin,,1901684676
gracanice,42.6011,21.1958,kosovo,xk,xks,graçanicë,admin,,1901753443
longyearbyen,78.2167,15.6333,svalbard,xr,xsv,,primary,,1930654114
al quds,31.7764,35.2269,west bank,xw,xwb,,primary,,1934000006
sanaa,15.3547,44.2066,yemen,ye,yem,amānat al ‘āşimah,primary,2008000,1887750814
marib,15.421,45.334,yemen,ye,yem,ma’rib,admin,16794,1887153216
al jabin,14.704,43.599,yemen,ye,yem,raymah,admin,,1887910100
hajjah,15.6917,43.6021,yemen,ye,yem,ḩajjah,admin,208287,1887522445
ibb,13.9759,44.1709,yemen,ye,yem,ibb,admin,234837,1887321491
al hudaydah,14.7979,42.953,yemen,ye,yem,al ḩudaydah,admin,780000,1887984890
lahij,13.0582,44.8838,yemen,ye,yem,laḩij,admin,66288,1887871834
al mahwit,15.4701,43.5448,yemen,ye,yem,al maḩwīt,admin,,1887764813
taizz,13.6045,44.0394,yemen,ye,yem,ta‘izz,admin,751000,1887324526
sadah,16.9398,43.8498,yemen,ye,yem,şa‘dah,admin,105542,1887513055
dhamar,14.5575,44.3875,yemen,ye,yem,dhamār,admin,191259,1887135215
`amran,15.6594,43.9439,yemen,ye,yem,‘amrān,admin,,1887433410
ad dali`,13.6957,44.7314,yemen,ye,yem,aḑ ḑāli‘,admin,,1887607369
saywun,15.943,48.7873,yemen,ye,yem,ḩaḑramawt,minor,68747,1887142998
al bayda,13.979,45.574,yemen,ye,yem,al bayḑā’,admin,37821,1887788283
zinjibar,13.1287,45.3807,yemen,ye,yem,abyan,admin,,1887645956
rida,14.4295,44.8341,yemen,ye,yem,al bayḑā’,minor,45233,1887090855
'ataq,14.55,46.8,yemen,ye,yem,shabwah,admin,37315,1887172893
al ghaydah,16.2394,52.1638,yemen,ye,yem,al mahrah,admin,27404,1887000479
sayhut,15.2105,51.2454,yemen,ye,yem,al mahrah,minor,189,1887613470
al mukalla,14.5412,49.1259,yemen,ye,yem,ḩaḑramawt,admin,258132,1887202594
al hazm,16.1641,44.7769,yemen,ye,yem,al jawf,admin,,1887549671
zabid,14.1951,43.3155,yemen,ye,yem,al ḩudaydah,minor,152504,1887877995
aden,12.7797,45.0095,yemen,ye,yem,‘adan,admin,1000000,1887867886
hadiboh,12.6519,54.0239,yemen,ye,yem,arkhabīl suquţrá,admin,11396,1887452377
ash shihr,14.7593,49.6092,yemen,ye,yem,ḩaḑramawt,minor,54274,1887657562
dzaoudzi,-12.7871,45.275,mayotte,yt,myt,,admin,32057,1175099654
lebowakgomo,-24.1996,29.5,south africa,za,zaf,limpopo,,33308,1710999076
potchefstroom,-26.6996,27.1,south africa,za,zaf,north west,,123669,1710838885
graaff reinet,-32.3,24.54,south africa,za,zaf,eastern cape,,62896,1710616617
rustenburg,-25.65,27.24,south africa,za,zaf,north west,,165976,1710326039
brandfort,-28.6996,26.47,south africa,za,zaf,free state,,12091,1710953731
vryheid,-27.76,30.79,south africa,za,zaf,kwazulu-natal,,150012,1710716158
vereeniging,-26.6496,27.96,south africa,za,zaf,gauteng,,1074000,1710271883
brits,-25.6296,27.78,south africa,za,zaf,north west,,122497,1710468143
bethlehem,-28.2196,28.3,south africa,za,zaf,free state,,83654,1710750307
ubomba,-27.5661,32.0833,south africa,za,zaf,kwazulu-natal,,564,1710203500
polokwane,-23.89,29.45,south africa,za,zaf,limpopo,admin,220045,1710908010
springbok,-29.6667,17.8833,south africa,za,zaf,northern cape,,10438,1710894218
thohoyandou,-22.95,30.48,south africa,za,zaf,limpopo,,269707,1710219075
pietermaritzburg,-29.61,30.39,south africa,za,zaf,kwazulu-natal,admin,750845,1710690280
poffader,-29.1329,19.3834,south africa,za,zaf,northern cape,,4220,1710817164
carnarvon,-30.9496,22.1333,south africa,za,zaf,northern cape,,5785,1710331786
kroonstad,-27.66,27.21,south africa,za,zaf,free state,,103992,1710508288
alexander bay,-28.6083,16.5033,south africa,za,zaf,northern cape,,1500,1710616152
bloemhof,-27.6496,25.59,south africa,za,zaf,north west,,17122,1710321800
hermanus,-34.4096,19.2299,south africa,za,zaf,western cape,,25153,1710409701
bethal,-26.4696,29.45,south africa,za,zaf,mpumalanga,,101919,1710328253
upington,-28.46,21.23,south africa,za,zaf,northern cape,,71373,1710210449
tzaneen,-23.8195,30.17,south africa,za,zaf,limpopo,,67245,1710120942
vanhynsdorp,-31.6166,18.7333,south africa,za,zaf,western cape,,3331,1710187274
kimberley,-28.7468,24.77,south africa,za,zaf,northern cape,admin,165264,1710282622
durban,-29.865,30.98,south africa,za,zaf,kwazulu-natal,,2729000,1710149138
klerksdorp,-26.88,26.62,south africa,za,zaf,north west,,178921,1710416691
welkom,-27.97,26.73,south africa,za,zaf,free state,,431944,1710480365
de aar,-30.65,24,south africa,za,zaf,northern cape,,32318,1710551900
prieska,-29.6595,22.73,south africa,za,zaf,northern cape,,11236,1710649877
saldanha,-33.01,17.93,south africa,za,zaf,western cape,,68284,1710078862
middelburg,-31.5,25.01,south africa,za,zaf,eastern cape,,18164,1710010705
port st. johns,-31.6279,29.5283,south africa,za,zaf,eastern cape,,5939,1710506018
volksrust,-27.3596,29.89,south africa,za,zaf,mpumalanga,,43378,1710664906
ulundi,-28.3296,31.41,south africa,za,zaf,kwazulu-natal,,20753,1710823263
beaufort west,-32.3496,22.57,south africa,za,zaf,western cape,,44737,1710940488
komatipoort,-25.4096,31.94,south africa,za,zaf,mpumalanga,,20508,1710137353
nelspruit,-25.4745,30.9703,south africa,za,zaf,mpumalanga,admin,,1710114438
standerton,-26.9395,29.24,south africa,za,zaf,mpumalanga,,74021,1710222465
johannesburg,-26.17,28.03,south africa,za,zaf,gauteng,admin,3435000,1710550792
kuruman,-27.4496,23.42,south africa,za,zaf,northern cape,,10006,1710332978
paarl,-33.6996,18.96,south africa,za,zaf,western cape,,187865,1710440011
worcester,-33.64,19.4399,south africa,za,zaf,western cape,,127597,1710498245
colesberg,-30.7195,25.1,south africa,za,zaf,northern cape,,12423,1710885210
umtata,-31.58,28.79,south africa,za,zaf,eastern cape,,137772,1710651314
aliwal north,-30.6896,26.71,south africa,za,zaf,eastern cape,,44436,1710445896
middelburg,-25.7596,29.47,south africa,za,zaf,mpumalanga,,154706,1710495632
springs,-26.2696,28.43,south africa,za,zaf,gauteng,,236083,1710058382
benoni,-26.1496,28.3299,south africa,za,zaf,gauteng,,2986000,1710880986
port shepstone,-30.7195,30.46,south africa,za,zaf,kwazulu-natal,,52793,1710443227
oudtshoorn,-33.58,22.19,south africa,za,zaf,western cape,,76708,1710502855
port elizabeth,-33.97,25.6,south africa,za,zaf,eastern cape,,1021000,1710918997
port alfred,-33.5995,26.88,south africa,za,zaf,eastern cape,,17959,1710920478
east london,-32.97,27.87,south africa,za,zaf,eastern cape,,338627,1710178149
mossel bay,-34.17,22.13,south africa,za,zaf,western cape,,16743,1710597106
vryburg,-26.96,24.73,south africa,za,zaf,north west,,49588,1710969597
uitenhage,-33.7596,25.39,south africa,za,zaf,eastern cape,,228912,1710276157
bhisho,-32.87,27.39,south africa,za,zaf,eastern cape,admin,160997,1710672530
knysna,-34.0329,23.0333,south africa,za,zaf,western cape,,63106,1710311704
queenstown,-31.8996,26.88,south africa,za,zaf,eastern cape,,105309,1710110028
cradock,-32.1995,25.61,south africa,za,zaf,eastern cape,,32898,1710933404
bredasdorp,-34.5295,20.03,south africa,za,zaf,western cape,,14936,1710282172
swellendam,-34.0196,20.43,south africa,za,zaf,western cape,,13674,1710416218
ladysmith,-28.5495,29.78,south africa,za,zaf,kwazulu-natal,,47375,1710998347
george,-33.95,22.45,south africa,za,zaf,western cape,,174582,1710164136
grahamstown,-33.2996,26.52,south africa,za,zaf,eastern cape,,91548,1710671857
mmabatho,-25.83,25.61,south africa,za,zaf,north west,,104428,1710524815
mahikeng,-25.8652,25.6442,south africa,za,zaf,north west,admin,,1710965423
musina,-22.34,30.03,south africa,za,zaf,limpopo,,20191,1710956370
pretoria,-25.7069,28.2294,south africa,za,zaf,gauteng,primary,1338000,1710176249
bloemfontein,-29.12,26.2299,south africa,za,zaf,free state,primary,463064,1710495933
cape town,-33.92,18.435,south africa,za,zaf,western cape,primary,3215000,1710680650
zambezi,-13.54,23.1099,zambia,zm,zmb,north-western,,7074,1894660797
solwezi,-12.1796,26.4,zambia,zm,zmb,north-western,admin,65000,1894777820
lusaka,-15.4166,28.2833,zambia,zm,zmb,lusaka,primary,1328000,1894157390
kaoma,-14.7796,24.8,zambia,zm,zmb,western,,14212,1894846267
chipata,-13.6296,32.64,zambia,zm,zmb,eastern,admin,85963,1894816262
senanga,-16.1196,23.27,zambia,zm,zmb,western,,10005,1894742251
sesheke,-17.4695,24.3,zambia,zm,zmb,western,,20149,1894753767
chililabombwe,-12.3696,27.82,zambia,zm,zmb,copperbelt,,82068,1894950283
chingola,-12.5396,27.85,zambia,zm,zmb,copperbelt,,182015,1894202007
kasempa,-13.4596,25.82,zambia,zm,zmb,north-western,,5622,1894152710
kitwe,-12.81,28.22,zambia,zm,zmb,copperbelt,,404901,1894321752
mufulira,-12.55,28.26,zambia,zm,zmb,copperbelt,,153624,1894907880
nchelenge,-9.3496,28.73,zambia,zm,zmb,luapula,,23693,1894890604
mazabuka,-15.86,27.76,zambia,zm,zmb,southern,,64006,1894390715
lukulu,-14.3896,23.24,zambia,zm,zmb,western,,3349,1894281443
kafue,-15.78,28.18,zambia,zm,zmb,lusaka,,47554,1894930695
lundazi,-12.2895,33.17,zambia,zm,zmb,eastern,,11635,1894277247
mansa,-11.2,28.89,zambia,zm,zmb,luapula,admin,42277,1894038366
mwinilunga,-11.7396,24.44,zambia,zm,zmb,north-western,,13798,1894210586
mumbwa,-14.9796,27.07,zambia,zm,zmb,central,,19086,1894568812
kalabo,-14.9896,22.68,zambia,zm,zmb,western,,7731,1894966417
nyimba,-14.5495,30.81,zambia,zm,zmb,eastern,,1336,1894088472
kapiri mposhi,-13.9696,28.66,zambia,zm,zmb,central,,37942,1894676779
kabwe,-14.44,28.45,zambia,zm,zmb,central,admin,188979,1894711746
ndola,-12.9999,28.65,zambia,zm,zmb,copperbelt,admin,396339,1894032745
kasama,-10.1996,31.1799,zambia,zm,zmb,northern,admin,200000,1894305215
mbala,-8.84,31.37,zambia,zm,zmb,northern,,20570,1894671312
kawambwa,-9.7795,29.08,zambia,zm,zmb,luapula,,20589,1894964184
luanshya,-13.1333,28.4,zambia,zm,zmb,copperbelt,,151993,1894410334
mongu,-15.2796,23.12,zambia,zm,zmb,western,admin,52534,1894761291
mpika,-11.83,31.46,zambia,zm,zmb,muchinga,,28445,1894224372
chinsali,-10.5496,32.06,zambia,zm,zmb,muchinga,admin,14015,1894041491
livingstone,-17.86,25.86,zambia,zm,zmb,southern,,165480,1894634581
choma,-16.8095,26.97,zambia,zm,zmb,southern,admin,46746,1894419971
plumtree,-20.4795,27.82,zimbabwe,zw,zwe,,,2148,1716916272
kariba,-16.5296,28.8,zimbabwe,zw,zwe,,,25531,1716563536
hwange,-18.37,26.5,zimbabwe,zw,zwe,,,33989,1716416748
chiredzi,-21.0496,31.66,zimbabwe,zw,zwe,,,28205,1716636761
mazowe,-17.5196,30.97,zimbabwe,zw,zwe,mashonaland central,,9966,1716608716
zvishavane,-20.3296,30.05,zimbabwe,zw,zwe,masvingo,,35896,1716895095
shamva,-17.3196,31.57,zimbabwe,zw,zwe,mashonaland central,,10317,1716210091
harare,-17.8178,31.0447,zimbabwe,zw,zwe,harare,primary,1572000,1716196799
kwekwe,-18.9296,29.8,zimbabwe,zw,zwe,midlands,,99149,1716327793
kadoma,-18.33,29.9099,zimbabwe,zw,zwe,mashonaland west,,79174,1716398005
beitbridge,-22.2096,29.99,zimbabwe,zw,zwe,,,26459,1716929295
karoi,-16.8196,29.68,zimbabwe,zw,zwe,mashonaland west,,25030,1716627056
victoria falls,-17.9296,25.84,zimbabwe,zw,zwe,matabeleland north,,35761,1716149447
chitungwiza,-18,31.1,zimbabwe,zw,zwe,harare,,340360,1716688236
bindura,-17.3019,31.3306,zimbabwe,zw,zwe,mashonaland central,admin,,1716331687
lupane,-18.9315,27.807,zimbabwe,zw,zwe,matabeleland north,admin,,1716206606
marondera,-18.1853,31.5519,zimbabwe,zw,zwe,mashonaland east,admin,,1716375676
masvingo,-20.0596,30.82,zimbabwe,zw,zwe,masvingo,admin,76311,1716049475
mutare,-18.97,32.65,zimbabwe,zw,zwe,manicaland,admin,249365,1716060405
bulawayo,-20.17,28.58,zimbabwe,zw,zwe,bulawayo,admin,699385,1716032632
chinhoyi,-17.3596,30.18,zimbabwe,zw,zwe,mashonaland west,admin,61739,1716523245
gwanda,-20.9396,29.01,zimbabwe,zw,zwe,matabeleland south,admin,14450,1716612305
gweru,-19.45,29.82,zimbabwe,zw,zwe,midlands,admin,183358,1716621481
maqat,47.6482,53.3265,kazakhstan,kz,kaz,atyraū,,14082,1398887034
zhangaozen,43.3004,52.8,kazakhstan,kz,kaz,mangghystaū,,8895,1398274968
taraz,42.9,71.365,kazakhstan,kz,kaz,zhambyl,admin,358153,1398626276
oral,51.2711,51.335,kazakhstan,kz,kaz,batys qazaqstan,admin,209788,1398593972
balqash,46.8532,74.9502,kazakhstan,kz,kaz,qaraghandy,,81364,1398134106
zaysan,47.4752,84.8598,kazakhstan,kz,kaz,shyghys qazaqstan,,17600,1398700526
oytal,42.9153,73.2549,kazakhstan,kz,kaz,zhambyl,,22673,1398816918
zholymbet,51.7502,71.7099,kazakhstan,kz,kaz,aqmola,,6876,1398035914
serebryansk,49.6999,83.4249,kazakhstan,kz,kaz,shyghys qazaqstan,,701,1398188434
chapaev,50.1915,51.1449,kazakhstan,kz,kaz,batys qazaqstan,,6000,1398386733
ridder,50.3554,83.5149,kazakhstan,kz,kaz,shyghys qazaqstan,,56756,1398556139
zhaltyr,51.6324,69.8328,kazakhstan,kz,kaz,aqmola,,694,1398809487
atbasar,51.8219,68.3477,kazakhstan,kz,kaz,aqmola,,35819,1398900162
aqsay,51.1714,53.0349,kazakhstan,kz,kaz,batys qazaqstan,,34799,1398621920
shemonaikha,50.6316,81.905,kazakhstan,kz,kaz,shyghys qazaqstan,,27176,1398507085
atasu,48.6903,71.6499,kazakhstan,kz,kaz,qaraghandy,,19616,1398926180
rudny,52.9527,63.13,kazakhstan,kz,kaz,qostanay,,124000,1398701954
makhambet,47.6714,51.5798,kazakhstan,kz,kaz,atyraū,,8905,1398232608
fort shevchenko,44.5171,50.2666,kazakhstan,kz,kaz,mangghystaū,,5213,1398201971
qusmuryn,52.458,64.6,kazakhstan,kz,kaz,qostanay,,8049,1398335766
oktyabrsk,49.4731,57.4449,kazakhstan,kz,kaz,aqtöbe,,28196,1398394723
khromtau,50.2699,58.45,kazakhstan,kz,kaz,aqtöbe,,23715,1398766984
algha,49.9032,57.335,kazakhstan,kz,kaz,aqtöbe,,28267,1398920371
embi,48.8268,58.1442,kazakhstan,kz,kaz,aqtöbe,,18760,1398915734
ushtobe,45.2653,77.97,kazakhstan,kz,kaz,almaty,,20492,1398940566
burylbaytal,44.9387,74.0303,kazakhstan,kz,kaz,zhambyl,,100,1398655547
zhanibek,49.4276,46.8772,kazakhstan,kz,kaz,batys qazaqstan,,8212,1398255562
esil,51.957,66.3775,kazakhstan,kz,kaz,aqmola,,13504,1398546225
derzhavinsk,51.1021,66.3075,kazakhstan,kz,kaz,aqmola,,15848,1398070336
saryshaghan,46.1195,73.6191,kazakhstan,kz,kaz,qaraghandy,,4365,1398222668
turgay,49.626,63.499,kazakhstan,kz,kaz,qostanay,,5277,1398845535
sarqan,45.4203,79.9149,kazakhstan,kz,kaz,almaty,,76919,1398159801
arqalyq,50.2418,66.8976,kazakhstan,kz,kaz,qostanay,,55521,1398980293
shalqar,47.8363,59.6141,kazakhstan,kz,kaz,aqtöbe,,27256,1398440872
shieli,44.167,66.75,kazakhstan,kz,kaz,qyzylorda,,29832,1398206798
bayghanin,48.6917,55.874,kazakhstan,kz,kaz,aqtöbe,,7657,1398205914
zhezqazghan,47.78,67.77,kazakhstan,kz,kaz,qaraghandy,,104357,1398121545
mangyshlak,43.6905,51.1417,kazakhstan,kz,kaz,mangghystaū,,147443,1398790140
zhosaly,45.4877,64.078,kazakhstan,kz,kaz,qyzylorda,,20065,1398510696
beyneu,45.1834,55.1,kazakhstan,kz,kaz,mangghystaū,,32452,1398655445
qazaly,45.7628,62.1075,kazakhstan,kz,kaz,qyzylorda,,6582,1398983835
aral,46.8,61.6666,kazakhstan,kz,kaz,qyzylorda,,33017,1398109811
ayakoz,47.9647,80.4297,kazakhstan,kz,kaz,shyghys qazaqstan,,45861,1398040009
urzhar,47.1002,81.6048,kazakhstan,kz,kaz,shyghys qazaqstan,,14826,1398461653
qapshaghay,43.8844,77.0687,kazakhstan,kz,kaz,almaty,,42167,1398594098
esik,43.3691,77.4438,kazakhstan,kz,kaz,almaty,,35319,1398166418
qaratau,43.1854,70.46,kazakhstan,kz,kaz,zhambyl,,37881,1398932329
sharbaqty,52.4999,78.1499,kazakhstan,kz,kaz,pavlodar,,107,1398705015
oostanay,53.2209,63.6283,kazakhstan,kz,kaz,qostanay,admin,236901,1398455461
kachiry,53.0804,76.09,kazakhstan,kz,kaz,pavlodar,,8931,1398362078
kishkenekol,53.6368,72.3414,kazakhstan,kz,kaz,soltüstik qazaqstan,,6779,1398061261
bulaevo,54.9053,70.44,kazakhstan,kz,kaz,soltüstik qazaqstan,,9886,1398659796
shonzhy,43.5421,79.4703,kazakhstan,kz,kaz,almaty,,3902,1398268525
qyzylorda,44.8,65.465,kazakhstan,kz,kaz,qyzylorda,admin,300000,1398248334
qaraghandy,49.885,73.115,kazakhstan,kz,kaz,qaraghandy,admin,451800,1398274508
ertis,53.3453,75.4499,kazakhstan,kz,kaz,pavlodar,,9216,1398172080
tayynsha,53.8481,69.7638,kazakhstan,kz,kaz,soltüstik qazaqstan,,13148,1398304928
qulan,42.9204,72.705,kazakhstan,kz,kaz,zhambyl,,13128,1398525079
shu,43.5953,73.7448,kazakhstan,kz,kaz,zhambyl,,42439,1398834769
kentau,43.5165,68.5199,kazakhstan,kz,kaz,ongtüstik qazaqstan,,57408,1398997742
oskemen,49.99,82.6149,kazakhstan,kz,kaz,shyghys qazaqstan,admin,319067,1398371414
aqtau,43.6232,51.2365,kazakhstan,kz,kaz,mangghystaū,admin,4479,1398046759
taldyqorghan,45,78.4,kazakhstan,kz,kaz,almaty,admin,88380,1398112507
astana,51.1811,71.4278,kazakhstan,kz,kaz,astana,primary,345604,1398516045
aqtobe,50.28,57.17,kazakhstan,kz,kaz,aqtöbe,admin,262457,1398602716
kokshetau,53.3,69.42,kazakhstan,kz,kaz,aqmola,admin,128873,1398375387
petropavlovsk,54.88,69.22,kazakhstan,kz,kaz,soltüstik qazaqstan,admin,228238,1398252858
pavlodar,52.3,76.95,kazakhstan,kz,kaz,pavlodar,admin,329002,1398790087
otar,43.5346,75.2139,kazakhstan,kz,kaz,zhambyl,,11238,1398243169
almaty,43.325,76.915,kazakhstan,kz,kaz,almaty,admin,1209000,1398351701
bestobe,52.4997,73.0997,kazakhstan,kz,kaz,aqmola,,7189,1398545422
arys,42.4369,68.8048,kazakhstan,kz,kaz,ongtüstik qazaqstan,,42648,1398483570
lenger,42.1899,69.8799,kazakhstan,kz,kaz,ongtüstik qazaqstan,,23058,1398031838
aqsu,52.4502,71.9597,kazakhstan,kz,kaz,aqmola,,8543,1398268556
temirtau,50.065,72.965,kazakhstan,kz,kaz,qaraghandy,,170600,1398081646
makinsk,52.6404,70.41,kazakhstan,kz,kaz,aqmola,,23020,1398733675
osakarovka,50.5799,72.5699,kazakhstan,kz,kaz,qaraghandy,,7305,1398243007
qarqaraly,49.4249,75.4649,kazakhstan,kz,kaz,qaraghandy,,8195,1398407379
ekibastuz,51.73,75.3199,kazakhstan,kz,kaz,pavlodar,,127868,1398583266
zyryanovsk,49.7453,84.2548,kazakhstan,kz,kaz,shyghys qazaqstan,,49658,1398361284
komsomolets,53.7506,62.0502,kazakhstan,kz,kaz,qostanay,,9838,1398254114
baykonur,45.6914,63.2413,kazakhstan,kz,kaz,qyzylorda,,36175,1398535530
erymentau,51.6303,73.1049,kazakhstan,kz,kaz,aqmola,,25141,1398103059
qarazhal,48.0253,70.7999,kazakhstan,kz,kaz,qaraghandy,,22170,1398149188
tobol,52.698,62.5749,kazakhstan,kz,kaz,qostanay,,7155,1398858827
shar,49.6003,81.0549,kazakhstan,kz,kaz,shyghys qazaqstan,,9087,1398393299
semey,50.435,80.275,kazakhstan,kz,kaz,shyghys qazaqstan,,311353,1398405657
boralday,43.3341,76.8288,kazakhstan,kz,kaz,almaty,,20996,1398737190
zhetiqara,52.193,61.2399,kazakhstan,kz,kaz,qostanay,,46740,1398276170
aqadyr,48.2749,72.8599,kazakhstan,kz,kaz,qaraghandy,,9710,1398472084
zharkent,44.1616,79.9801,kazakhstan,kz,kaz,almaty,,36496,1398507500
qulsary,46.9833,54.0165,kazakhstan,kz,kaz,atyraū,,37103,1398141603
balyqshy,47.0666,51.8666,kazakhstan,kz,kaz,atyraū,,31624,1398354265
atyrau,47.1127,51.92,kazakhstan,kz,kaz,atyraū,admin,182753,1398169063
shymkent,42.32,69.595,kazakhstan,kz,kaz,,admin,465392,1398791401
turkistan,43.3016,68.2549,kazakhstan,kz,kaz,ongtüstik qazaqstan,admin,97360,1398398278
xiangkhoang,19.3337,103.3666,laos,la,lao,xiangkhouang,,5189,1418829021
muang phonsavan,19.45,103.2167,laos,la,lao,xiangkhouang,admin,,1418378289
vientiane,17.9667,102.6,laos,la,lao,viangchan,primary,754000,1418732714
ban houayxay,20.2775,100.4128,laos,la,lao,bokèo,admin,6347,1418944950
muang phon-hong,18.4957,102.4142,laos,la,lao,viangchan,admin,,1418592644
louang namtha,20.95,101.4167,laos,la,lao,louangnamtha,admin,3225,1418920136
phongsali,21.6833,102.1,laos,la,lao,phôngsali,admin,6000,1418524729
thakhek,17.4112,104.8361,laos,la,lao,khammouan,admin,76928,1418367677
muang pakxan,18.3826,103.6586,laos,la,lao,bolikhamxai,admin,,1418088090
louangphrabang,19.8845,102.1416,laos,la,lao,louangphabang,admin,107142,1418530759
xaignabouri,19.2505,101.7501,laos,la,lao,xaignabouli,admin,16200,1418760593
savannakhet,16.5376,104.773,laos,la,lao,savannakhét,admin,84898,1418179232
lamam,15.4171,106.6946,laos,la,lao,xékong,admin,,1418159582
pakxe,15.1221,105.8183,laos,la,lao,champasak,admin,102775,1418863956
attapu,14.808,106.839,laos,la,lao,attapu,admin,4297,1418894454
xam nua,20.4167,104.0333,laos,la,lao,houaphan,admin,38992,1418975079
muang xai,20.6923,101.9847,laos,la,lao,oudômxai,admin,,1418805827
saravan,15.716,106.427,laos,la,lao,salavan,,5521,1418448631
champasak,14.8833,105.8667,laos,la,lao,champasak,,12994,1418902447
beirut,33.872,35.5097,lebanon,lb,lbn,beyrouth,primary,1846000,1422847713
zahle,33.8501,35.9042,lebanon,lb,lbn,béqaa,admin,78145,1422031285
baalbek,34.0058,36.2181,lebanon,lb,lbn,baalbek-hermel,admin,,1422694451
b'abda,33.8333,35.5333,lebanon,lb,lbn,mont-liban,admin,9000,1422639397
halba,34.5428,36.0797,lebanon,lb,lbn,aakkâr,admin,,1422962727
saida,33.563,35.3688,lebanon,lb,lbn,liban-sud,admin,173894,1422897920
nabatiye et tahta,33.3833,35.45,lebanon,lb,lbn,nabatîyé,admin,80000,1422269278
trablous,34.42,35.87,lebanon,lb,lbn,liban-nord,admin,530000,1422886065
castries,14.002,-61,saint lucia,lc,lca,castries,primary,37963,1662922505
gamprin,47.2197,9.5113,liechtenstein,li,lie,gamprin,admin,,1438568521
triesenberg,47.1182,9.5444,liechtenstein,li,lie,triesenberg,admin,,1438813592
schaan,47.1661,9.5096,liechtenstein,li,lie,schaan,admin,,1438982330
ruggell,47.2408,9.5247,liechtenstein,li,lie,ruggell,admin,,1438787609
mauren,47.2205,9.5426,liechtenstein,li,lie,mauren,admin,,1438767966
eschen,47.2109,9.5216,liechtenstein,li,lie,eschen,admin,,1438692471
triesen,47.1101,9.524,liechtenstein,li,lie,triesen,admin,,1438826448
balzers,47.0667,9.5025,liechtenstein,li,lie,balzers,admin,,1438263000
vaduz,47.1337,9.5167,liechtenstein,li,lie,vaduz,primary,36281,1438317747
planken,47.1844,9.5436,liechtenstein,li,lie,planken,admin,,1438419168
schellenberg,47.2325,9.5463,liechtenstein,li,lie,schellenberg,admin,,1438649917
colombo,6.932,79.8578,sri lanka,lk,lka,western,primary,217000,1144251314
ratnapura,6.693,80.386,sri lanka,lk,lka,sabaragamuwa,,47832,1144739208
matara,5.949,80.5428,sri lanka,lk,lka,southern,,68244,1144127163
sri jawewardenepura kotte,6.9,79.95,sri lanka,lk,lka,western,primary,115826,1144239330
moratuwa,6.7804,79.88,sri lanka,lk,lka,western,,200000,1144324309
